20160901 040200;0.752600;0.752610;0.752510;0.752520;0
20160901 040300;0.752530;0.752530;0.752470;0.752470;0
20160901 040400;0.752450;0.752650;0.752440;0.752620;0
20160901 040500;0.752630;0.752750;0.752610;0.752740;0
20160901 040600;0.752760;0.752820;0.752680;0.752710;0
20160901 040700;0.752710;0.752710;0.752530;0.752610;0
20160901 040800;0.752590;0.752630;0.752510;0.752510;0
20160901 040900;0.752520;0.752600;0.752480;0.752490;0
20160901 041000;0.752470;0.752500;0.752410;0.752450;0
20160901 041100;0.752410;0.752480;0.752410;0.752430;0
20160901 041200;0.752410;0.752430;0.752390;0.752410;0
20160901 041300;0.752420;0.752480;0.752380;0.752420;0
20160901 041400;0.752430;0.752590;0.752410;0.752590;0
20160901 041500;0.752600;0.752680;0.752500;0.752500;0
20160901 041600;0.752510;0.752570;0.752440;0.752570;0
20160901 041700;0.752570;0.752670;0.752510;0.752640;0
20160901 041800;0.752680;0.752800;0.752680;0.752800;0
20160901 041900;0.752800;0.752890;0.752770;0.752890;0
20160901 042000;0.752880;0.752980;0.752880;0.752940;0
20160901 042100;0.752950;0.752980;0.752920;0.752930;0
20160901 042200;0.752930;0.753020;0.752930;0.753020;0
20160901 042300;0.753000;0.753030;0.752930;0.753020;0
20160901 042400;0.753010;0.753120;0.752870;0.752880;0
20160901 042500;0.752890;0.752960;0.752820;0.752950;0
20160901 042600;0.752940;0.753090;0.752900;0.753090;0
20160901 042700;0.753070;0.753070;0.752880;0.752880;0
20160901 042800;0.752900;0.752970;0.752890;0.752910;0
20160901 042900;0.752900;0.752920;0.752820;0.752880;0
20160901 043000;0.752900;0.753300;0.752900;0.753150;0
20160901 043100;0.753140;0.753500;0.753130;0.753500;0
20160901 043200;0.753510;0.753670;0.753400;0.753630;0
20160901 043300;0.753650;0.753810;0.753580;0.753640;0
20160901 043400;0.753640;0.753680;0.753510;0.753540;0
20160901 043500;0.753540;0.753540;0.753480;0.753510;0
20160901 043600;0.753510;0.753680;0.753490;0.753630;0
20160901 043700;0.753620;0.753620;0.753410;0.753500;0
20160901 043800;0.753500;0.753550;0.753430;0.753500;0
20160901 043900;0.753490;0.753630;0.753370;0.753610;0
20160901 044000;0.753620;0.753710;0.753570;0.753640;0
20160901 044100;0.753640;0.753830;0.753620;0.753750;0
20160901 044200;0.753740;0.753800;0.753620;0.753800;0
20160901 044300;0.753820;0.753980;0.753730;0.753980;0
20160901 044400;0.753960;0.753960;0.753820;0.753920;0
20160901 044500;0.753930;0.753960;0.753910;0.753930;0
20160901 044600;0.753940;0.754010;0.753900;0.753940;0
20160901 044700;0.753960;0.754010;0.753910;0.753950;0
20160901 044800;0.753940;0.754010;0.753900;0.753910;0
20160901 044900;0.753930;0.754220;0.753920;0.754200;0
20160901 045000;0.754190;0.754330;0.754190;0.754290;0
20160901 045100;0.754270;0.754300;0.754110;0.754110;0
20160901 045200;0.754120;0.754330;0.754120;0.754330;0
20160901 045300;0.754320;0.754320;0.754120;0.754130;0
20160901 045400;0.754120;0.754160;0.754010;0.754020;0
20160901 045500;0.754010;0.754080;0.753800;0.753880;0
20160901 045600;0.753870;0.753890;0.753770;0.753800;0
20160901 045700;0.753810;0.753890;0.753680;0.753700;0
20160901 045800;0.753700;0.753710;0.753700;0.753700;0
20160901 045900;0.753700;0.753790;0.753700;0.753790;0
20160901 050000;0.753790;0.753890;0.753780;0.753890;0
20160901 050100;0.753890;0.753890;0.753670;0.753670;0
20160901 050200;0.753660;0.753660;0.753570;0.753580;0
20160901 050300;0.753570;0.753670;0.753480;0.753480;0
20160901 050400;0.753510;0.753600;0.753490;0.753490;0
20160901 050500;0.753490;0.753560;0.753400;0.753400;0
20160901 050600;0.753450;0.753510;0.753450;0.753470;0
20160901 050700;0.753470;0.753500;0.753470;0.753470;0
20160901 050800;0.753480;0.753480;0.753370;0.753370;0
20160901 050900;0.753370;0.753520;0.753370;0.753470;0
20160901 051000;0.753480;0.753590;0.753470;0.753580;0
20160901 051100;0.753580;0.753810;0.753570;0.753780;0
20160901 051200;0.753740;0.753740;0.753510;0.753510;0
20160901 051300;0.753500;0.753590;0.753480;0.753510;0
20160901 051400;0.753510;0.753670;0.753490;0.753640;0
20160901 051500;0.753630;0.753630;0.753390;0.753390;0
20160901 051600;0.753420;0.753470;0.753270;0.753270;0
20160901 051700;0.753280;0.753370;0.753270;0.753300;0
20160901 051800;0.753290;0.753300;0.753180;0.753300;0
20160901 051900;0.753290;0.753500;0.753290;0.753400;0
20160901 052000;0.753390;0.753410;0.753270;0.753280;0
20160901 052100;0.753270;0.753270;0.753190;0.753200;0
20160901 052200;0.753240;0.753270;0.753080;0.753090;0
20160901 052300;0.753100;0.753190;0.753090;0.753190;0
20160901 052400;0.753170;0.753310;0.753100;0.753310;0
20160901 052500;0.753310;0.753310;0.753230;0.753310;0
20160901 052600;0.753320;0.753350;0.753320;0.753340;0
20160901 052700;0.753340;0.753340;0.753330;0.753330;0
20160901 052800;0.753320;0.753330;0.753320;0.753320;0
20160901 052900;0.753320;0.753330;0.753120;0.753120;0
20160901 053000;0.753130;0.753300;0.753130;0.753220;0
20160901 053100;0.753240;0.753320;0.753240;0.753240;0
20160901 053200;0.753230;0.753300;0.753140;0.753240;0
20160901 053300;0.753260;0.753410;0.753220;0.753410;0
20160901 053400;0.753430;0.753460;0.753320;0.753410;0
20160901 053500;0.753430;0.753510;0.753400;0.753410;0
20160901 053600;0.753400;0.753400;0.753310;0.753330;0
20160901 053700;0.753320;0.753320;0.753180;0.753310;0
20160901 053800;0.753300;0.753300;0.753210;0.753230;0
20160901 053900;0.753220;0.753330;0.753220;0.753330;0
20160901 054000;0.753340;0.753350;0.753010;0.753050;0
20160901 054100;0.753030;0.753090;0.753000;0.753030;0
20160901 054200;0.753030;0.753040;0.752960;0.753010;0
20160901 054300;0.753020;0.753110;0.753000;0.753110;0
20160901 054400;0.753060;0.753090;0.753020;0.753040;0
20160901 054500;0.753060;0.753150;0.753050;0.753120;0
20160901 054600;0.753140;0.753270;0.753130;0.753230;0
20160901 054700;0.753230;0.753230;0.753130;0.753140;0
20160901 054800;0.753150;0.753210;0.753130;0.753130;0
20160901 054900;0.753120;0.753120;0.753030;0.753090;0
20160901 055000;0.753070;0.753160;0.753060;0.753150;0
20160901 055100;0.753140;0.753170;0.753110;0.753150;0
